Product_ID,Category,Current_Price,Competitor_Price,Demand_Level,Season,Day_of_Week,Units_Sold,Stock,Cost_per_Unit,Profit,Price_Diff,Price_Ratio,Price_Demand_Interaction,Log_Current_Price,Log_Competitor_Price
P3397,Books,655.89,583.73,High,Spring,Wednesday,242,869,331.82,78424.94,72.16,1.12,1967.67,6.49,6.37
P3398,Home Appliances,1053.25,1036.77,Medium,Monsoon,Friday,13,216,742.44,4040.53,16.48,1.02,2106.5,6.96,6.94
P3399,Electronics,1720.83,706.0,Medium,Autumn,Tuesday,366,214,1232.73,178644.6,1014.83,2.44,3441.66,7.45,6.56
P3400,Sports,960.41,1466.06,Low,Monsoon,Thursday,207,328,555.63,83789.46,-505.65,0.66,960.41,6.87,7.29
P3401,Beauty,751.45,1044.37,Medium,Monsoon,Friday,262,92,584.39,43769.72,-292.92,0.72,1502.9,6.62,6.95
P3402,Clothing,1095.5,303.04,High,Spring,Wednesday,97,433,797.73,28883.69,792.46,3.62,3286.5,7.0,5.72
P3403,Electronics,1448.86,1512.62,High,Festival,Friday,71,91,755.49,49229.27,-63.76,0.96,4346.58,7.28,7.32
P3404,Sports,914.95,243.5,High,Festival,Thursday,481,808,671.36,117166.79,671.45,3.76,2744.85,6.82,5.5
P3405,Beauty,1880.81,1686.15,High,Festival,Monday,303,558,1379.97,151754.52,194.66,1.12,5642.43,7.54,7.43
P3406,Beauty,625.14,1866.27,Medium,Summer,Saturday,349,734,378.43,86101.79,-1241.13,0.33,1250.28,6.44,7.53
P3407,Electronics,977.15,678.77,High,Festival,Saturday,230,496,570.81,93458.2,298.38,1.44,2931.45,6.89,6.52
P3408,Clothing,1526.01,1855.98,Low,Spring,Sunday,357,142,904.37,221925.48,-329.97,0.82,1526.01,7.33,7.53
P3409,Toys,1393.79,1596.37,Medium,Winter,Saturday,300,124,819.16,172389.0,-202.58,0.87,2787.58,7.24,7.38
P3410,Toys,1734.1,1848.75,High,Autumn,Monday,32,386,1153.8,18569.6,-114.65,0.94,5202.3,7.46,7.52
P3411,Beauty,1993.78,1349.23,Low,Festival,Thursday,250,986,1582.79,102747.5,644.55,1.48,1993.78,7.6,7.21
P3412,Toys,882.37,509.51,High,Summer,Sunday,254,220,623.67,65709.8,372.86,1.73,2647.11,6.78,6.24
P3413,Books,266.74,1794.32,Medium,Monsoon,Tuesday,259,141,159.91,27668.97,-1527.58,0.15,533.48,5.59,7.49
P3414,Beauty,109.31,409.32,Medium,Summer,Friday,182,383,68.32,7460.18,-300.01,0.27,218.62,4.7,6.02
P3415,Beauty,1467.41,465.47,Low,Spring,Thursday,340,163,1021.0,151779.4,1001.94,3.15,1467.41,7.29,6.15
P3416,Sports,1754.33,578.57,Medium,Winter,Monday,462,929,1180.87,264938.52,1175.76,3.03,3508.66,7.47,6.36
P3417,Toys,480.39,643.28,Low,Festival,Sunday,476,432,362.74,56001.4,-162.89,0.75,480.39,6.18,6.47
P3418,Clothing,358.97,1053.24,High,Festival,Wednesday,166,961,242.94,19260.98,-694.27,0.34,1076.91,5.89,6.96
P3419,Beauty,171.3,1441.24,Medium,Summer,Saturday,4,959,127.4,175.6,-1269.94,0.12,342.6,5.15,7.27
P3420,Clothing,1654.27,1856.11,High,Spring,Saturday,463,815,905.45,346703.66,-201.84,0.89,4962.81,7.41,7.53
P3421,Books,657.19,222.45,High,Summer,Thursday,145,375,432.96,32513.35,434.74,2.95,1971.57,6.49,5.41
P3422,Sports,833.31,1911.02,Medium,Summer,Saturday,165,703,640.74,31774.05,-1077.71,0.44,1666.62,6.73,7.56
P3423,Electronics,1030.36,1846.58,High,Winter,Saturday,344,156,641.77,133674.96,-816.22,0.56,3091.08,6.94,7.52
P3424,Clothing,1686.93,155.3,Low,Spring,Thursday,486,743,1204.45,234485.28,1531.63,10.86,1686.93,7.43,5.05
P3425,Beauty,1319.12,752.63,Low,Winter,Thursday,362,803,680.91,231032.02,566.49,1.75,1319.12,7.19,6.62
P3426,Books,1249.38,1635.63,Low,Spring,Sunday,105,136,626.7,65381.4,-386.25,0.76,1249.38,7.13,7.4
P3427,Home Appliances,392.56,1242.57,Medium,Festival,Monday,36,317,227.83,5930.28,-850.01,0.32,785.12,5.98,7.13
P3428,Books,1050.72,1569.23,High,Autumn,Monday,314,724,645.61,127204.54,-518.51,0.67,3152.16,6.96,7.36
P3429,Books,1444.99,1452.12,High,Monsoon,Saturday,169,127,797.56,109415.67,-7.13,1.0,4334.97,7.28,7.28
P3430,Sports,1947.86,1018.7,High,Autumn,Sunday,8,582,990.28,7660.64,929.16,1.91,5843.58,7.57,6.93
P3431,Electronics,442.74,130.38,High,Spring,Thursday,451,240,310.73,59536.51,312.36,3.4,1328.22,6.1,4.88
P3432,Home Appliances,68.61,1189.32,Low,Autumn,Thursday,414,460,48.95,8139.24,-1120.71,0.06,68.61,4.24,7.08
P3433,Toys,196.84,144.7,Medium,Summer,Saturday,86,509,102.75,8091.74,52.14,1.36,393.68,5.29,4.98
P3434,Toys,782.91,1227.27,Low,Festival,Tuesday,436,671,548.51,102198.4,-444.36,0.64,782.91,6.66,7.11
P3435,Clothing,1650.06,1610.8,Low,Monsoon,Wednesday,97,154,1036.86,59480.4,39.26,1.02,1650.06,7.41,7.39
P3436,Books,63.93,1190.73,Medium,Monsoon,Friday,409,916,42.2,8887.57,-1126.8,0.05,127.86,4.17,7.08
P3437,Sports,940.62,1994.19,Medium,Monsoon,Friday,436,632,703.24,103497.68,-1053.57,0.47,1881.24,6.85,7.6
P3438,Sports,692.0,938.94,Low,Festival,Saturday,315,688,552.26,44018.1,-246.94,0.74,692.0,6.54,6.85
P3439,Toys,152.34,1510.21,High,Autumn,Sunday,30,710,95.15,1715.7,-1357.87,0.1,457.02,5.03,7.32
P3440,Clothing,927.96,1351.07,Medium,Monsoon,Friday,101,996,635.85,29503.11,-423.11,0.69,1855.92,6.83,7.21
P3441,Clothing,546.76,1983.29,Medium,Monsoon,Monday,67,58,390.6,10462.72,-1436.53,0.28,1093.52,6.31,7.59
P3442,Clothing,736.18,1440.78,Low,Spring,Sunday,388,116,508.51,88335.96,-704.6,0.51,736.18,6.6,7.27
P3443,Home Appliances,1425.95,369.86,High,Summer,Sunday,349,102,1073.51,123001.56,1056.09,3.86,4277.85,7.26,5.92
P3444,Electronics,1067.02,1913.26,Medium,Spring,Monday,441,645,601.6,205250.22,-846.24,0.56,2134.04,6.97,7.56
P3445,Home Appliances,293.06,1352.17,Low,Autumn,Tuesday,63,838,187.87,6626.97,-1059.11,0.22,293.06,5.68,7.21
P3446,Beauty,1924.76,165.71,Medium,Festival,Saturday,32,149,1219.45,22569.92,1759.05,11.62,3849.52,7.56,5.12
P3447,Beauty,1290.03,1332.26,High,Festival,Monday,87,918,886.0,35150.61,-42.23,0.97,3870.09,7.16,7.2
P3448,Electronics,1543.44,1772.08,Low,Spring,Saturday,211,323,969.93,121010.61,-228.64,0.87,1543.44,7.34,7.48
P3449,Toys,204.47,1175.23,Low,Winter,Saturday,463,20,116.17,40882.9,-970.76,0.17,204.47,5.33,7.07
P3450,Electronics,141.76,740.34,High,Spring,Sunday,51,457,101.92,2031.84,-598.58,0.19,425.28,4.96,6.61
P3451,Sports,87.92,1650.77,Low,Winter,Thursday,63,936,49.78,2402.82,-1562.85,0.05,87.92,4.49,7.41
P3452,Beauty,418.15,1575.9,High,Spring,Wednesday,80,404,294.0,9932.0,-1157.75,0.27,1254.45,6.04,7.36
P3453,Books,858.1,1111.16,Low,Winter,Wednesday,343,514,569.44,99010.38,-253.06,0.77,858.1,6.76,7.01
P3454,Books,1874.86,351.01,High,Winter,Saturday,232,387,954.04,213630.24,1523.85,5.34,5624.58,7.54,5.86
P3455,Toys,941.27,539.42,Medium,Monsoon,Wednesday,366,370,519.62,154323.9,401.85,1.74,1882.54,6.85,6.29
P3456,Sports,616.0,1490.04,Medium,Monsoon,Wednesday,101,692,407.28,21080.72,-874.04,0.41,1232.0,6.42,7.31
P3457,Home Appliances,1145.77,1621.86,Medium,Winter,Friday,129,557,904.13,31171.56,-476.09,0.71,2291.54,7.04,7.39
P3458,Sports,268.27,594.57,Low,Winter,Sunday,19,651,210.37,1100.1,-326.3,0.45,268.27,5.6,6.39
P3459,Books,1238.54,767.57,High,Summer,Friday,357,864,850.78,138430.32,470.97,1.61,3715.62,7.12,6.64
P3460,Books,1158.44,201.38,High,Winter,Thursday,419,582,847.88,130124.64,957.06,5.75,3475.32,7.06,5.31
P3461,Beauty,1594.39,1441.25,Medium,Monsoon,Tuesday,447,941,1204.94,174084.15,153.14,1.11,3188.78,7.37,7.27
P3462,Sports,1974.04,56.98,Medium,Winter,Sunday,94,855,1097.71,82375.02,1917.06,34.64,3948.08,7.59,4.06
P3463,Sports,539.2,140.76,Medium,Festival,Monday,81,570,331.27,16842.33,398.44,3.83,1078.4,6.29,4.95
P3464,Books,1043.83,58.47,High,Summer,Monday,103,932,598.61,45857.66,985.36,17.85,3131.49,6.95,4.09
P3465,Home Appliances,1822.29,1308.37,Medium,Winter,Friday,369,405,985.95,308609.46,513.92,1.39,3644.58,7.51,7.18
P3466,Toys,1581.12,863.9,Low,Monsoon,Saturday,154,195,1127.91,69794.34,717.22,1.83,1581.12,7.37,6.76
P3467,Clothing,1000.44,630.22,Medium,Monsoon,Wednesday,269,230,653.44,93343.0,370.22,1.59,2000.88,6.91,6.45
P3468,Toys,1893.47,1829.77,Medium,Autumn,Thursday,118,527,1328.27,66693.6,63.7,1.03,3786.94,7.55,7.51
P3469,Sports,161.61,425.97,High,Monsoon,Tuesday,342,309,124.98,12527.46,-264.36,0.38,484.83,5.09,6.06
P3470,Toys,1865.45,809.27,Low,Summer,Friday,494,184,950.9,451787.7,1056.18,2.31,1865.45,7.53,6.7
P3471,Books,148.49,1883.61,High,Monsoon,Saturday,279,800,106.66,11670.57,-1735.12,0.08,445.47,5.01,7.54
P3472,Books,1117.24,882.86,Low,Festival,Thursday,492,380,611.62,248765.04,234.38,1.27,1117.24,7.02,6.78
P3473,Sports,1786.36,1131.65,Low,Spring,Saturday,363,979,1120.34,241765.26,654.71,1.58,1786.36,7.49,7.03
P3474,Sports,562.31,206.66,Medium,Festival,Thursday,225,875,418.23,32418.0,355.65,2.72,1124.62,6.33,5.34
P3475,Clothing,970.88,1590.82,Medium,Festival,Friday,475,518,563.51,193500.75,-619.94,0.61,1941.76,6.88,7.37
P3476,Clothing,682.44,874.38,High,Summer,Thursday,419,885,427.68,106744.44,-191.94,0.78,2047.32,6.53,6.77
P3477,Beauty,1906.68,1611.0,High,Summer,Sunday,268,213,1314.17,158792.68,295.68,1.18,5720.04,7.55,7.39
P3478,Sports,1656.11,544.91,High,Autumn,Wednesday,137,617,962.86,94975.25,1111.2,3.04,4968.33,7.41,6.3
P3479,Home Appliances,1432.55,873.83,Low,Monsoon,Thursday,226,291,978.79,102549.76,558.72,1.64,1432.55,7.27,6.77
P3480,Toys,1195.87,1583.77,High,Autumn,Tuesday,334,656,771.42,141766.3,-387.9,0.76,3587.61,7.09,7.37
P3481,Sports,1650.15,1949.06,Low,Summer,Thursday,229,425,984.87,152349.12,-298.91,0.85,1650.15,7.41,7.58
P3482,Electronics,814.92,166.27,Low,Monsoon,Sunday,323,42,603.18,68392.02,648.65,4.9,814.92,6.7,5.12
P3483,Beauty,922.73,1634.29,Low,Summer,Monday,108,91,701.75,23865.84,-711.56,0.56,922.73,6.83,7.4
P3484,Electronics,1473.5,636.34,Low,Summer,Sunday,300,492,934.85,161595.0,837.16,2.32,1473.5,7.3,6.46
P3485,Books,747.62,1123.95,Low,Spring,Thursday,445,157,491.11,114146.95,-376.33,0.67,747.62,6.62,7.03
P3486,Clothing,174.61,615.68,Medium,Festival,Saturday,405,616,129.62,18220.95,-441.07,0.28,349.22,5.17,6.42
P3487,Toys,194.95,1246.22,Low,Autumn,Friday,7,974,121.84,511.77,-1051.27,0.16,194.95,5.28,7.13
P3488,Sports,274.96,739.92,Low,Autumn,Monday,128,957,147.78,16279.04,-464.96,0.37,274.96,5.62,6.61
P3489,Electronics,1745.88,700.55,Medium,Winter,Friday,353,504,1195.05,194442.99,1045.33,2.49,3491.76,7.47,6.55
P3490,Toys,970.84,123.98,Medium,Spring,Saturday,483,179,646.71,156554.79,846.86,7.83,1941.68,6.88,4.83
P3491,Books,1440.12,336.57,Medium,Summer,Tuesday,267,732,940.98,133270.38,1103.55,4.28,2880.24,7.27,5.82
P3492,Clothing,816.17,1838.3,High,Summer,Wednesday,173,906,409.43,70366.02,-1022.13,0.44,2448.51,6.71,7.52
P3493,Home Appliances,554.49,1996.64,High,Spring,Tuesday,416,712,381.36,72022.08,-1442.15,0.28,1663.47,6.32,7.6
P3494,Beauty,727.02,1572.02,Low,Monsoon,Monday,214,16,503.26,47884.64,-845.0,0.46,727.02,6.59,7.36
P3495,Toys,1598.66,609.28,Low,Autumn,Saturday,247,389,1059.88,133078.66,989.38,2.62,1598.66,7.38,6.41
P3496,Toys,1269.17,834.77,Low,Summer,Saturday,106,835,866.18,42716.94,434.4,1.52,1269.17,7.15,6.73
P3497,Home Appliances,1878.4,1492.03,Low,Winter,Wednesday,83,863,1284.82,49267.14,386.37,1.26,1878.4,7.54,7.31
P3498,Toys,1375.42,1938.6,Medium,Autumn,Thursday,292,443,692.34,199459.36,-563.18,0.71,2750.84,7.23,7.57
P3499,Books,1161.85,938.17,High,Festival,Monday,374,43,926.58,87990.98,223.68,1.24,3485.55,7.06,6.84
P3500,Books,1239.88,1667.57,Medium,Spring,Wednesday,421,572,983.3,108020.18,-427.69,0.74,2479.76,7.12,7.42
P3501,Home Appliances,1887.62,1951.38,High,Autumn,Sunday,203,641,1199.92,139603.1,-63.76,0.97,5662.86,7.54,7.58
P3502,Beauty,1586.99,1753.27,Medium,Festival,Sunday,41,147,860.57,29783.22,-166.28,0.91,3173.98,7.37,7.47
P3503,Sports,96.88,492.94,Low,Winter,Friday,205,376,58.43,7882.25,-396.06,0.2,96.88,4.58,6.2
P3504,Electronics,1091.57,65.66,High,Monsoon,Wednesday,348,115,789.3,105189.96,1025.91,16.62,3274.71,7.0,4.2
P3505,Sports,1392.26,1009.56,Low,Spring,Friday,49,803,1026.84,17905.58,382.7,1.38,1392.26,7.24,6.92
P3506,Toys,1509.96,1086.15,High,Monsoon,Sunday,143,41,1148.08,51748.84,423.81,1.39,4529.88,7.32,6.99
P3507,Electronics,465.63,442.44,High,Summer,Sunday,141,645,264.75,28324.08,23.19,1.05,1396.89,6.15,6.09
P3508,Home Appliances,1741.0,605.12,Low,Monsoon,Friday,53,691,1259.49,25520.03,1135.88,2.88,1741.0,7.46,6.41
P3509,Home Appliances,1913.89,1542.05,Low,Summer,Saturday,107,996,1495.99,44715.3,371.84,1.24,1913.89,7.56,7.34
P3510,Beauty,511.59,967.18,Low,Festival,Wednesday,33,967,352.44,5251.95,-455.59,0.53,511.59,6.24,6.88
P3511,Electronics,1771.1,668.84,Medium,Autumn,Saturday,200,533,1247.25,104770.0,1102.26,2.65,3542.2,7.48,6.51
P3512,Books,239.11,1264.12,High,Winter,Sunday,119,177,123.28,13783.77,-1025.01,0.19,717.33,5.48,7.14
P3513,Electronics,158.63,1322.88,High,Festival,Saturday,288,864,103.57,15857.28,-1164.25,0.12,475.89,5.07,7.19
P3514,Toys,301.99,1550.32,High,Winter,Tuesday,229,87,227.63,17028.44,-1248.33,0.19,905.97,5.71,7.35
P3515,Books,162.6,355.58,Low,Monsoon,Tuesday,118,555,124.37,4511.14,-192.98,0.46,162.6,5.1,5.88
P3516,Clothing,1697.77,1495.96,High,Winter,Saturday,176,218,1161.86,94320.16,201.81,1.13,5093.31,7.44,7.31
P3517,Clothing,165.15,1218.89,High,Monsoon,Saturday,452,847,97.13,30745.04,-1053.74,0.14,495.45,5.11,7.11
P3518,Clothing,579.75,162.27,Low,Winter,Friday,185,420,313.31,49291.4,417.48,3.57,579.75,6.36,5.1
P3519,Home Appliances,252.32,1566.02,Low,Spring,Saturday,318,17,186.51,20927.58,-1313.7,0.16,252.32,5.53,7.36
P3520,Electronics,626.07,797.01,High,Festival,Monday,499,746,488.86,68467.79,-170.94,0.79,1878.21,6.44,6.68
P3521,Clothing,226.59,694.24,Medium,Spring,Wednesday,338,236,118.46,36547.94,-467.65,0.33,453.18,5.43,6.54
P3522,Sports,1352.61,923.75,Low,Autumn,Monday,215,184,816.6,115242.15,428.86,1.46,1352.61,7.21,6.83
P3523,Beauty,309.99,725.04,Medium,Autumn,Tuesday,221,90,162.66,32559.93,-415.05,0.43,619.98,5.74,6.59
P3524,Sports,1711.1,709.66,Medium,Summer,Monday,130,803,1155.95,72169.5,1001.44,2.41,3422.2,7.45,6.57
P3525,Clothing,1643.52,1625.75,Medium,Summer,Thursday,333,66,1267.65,125164.71,17.77,1.01,3287.04,7.41,7.39
P3526,Beauty,76.64,292.79,Medium,Summer,Thursday,272,144,42.67,9239.84,-216.15,0.26,153.28,4.35,5.68
P3527,Toys,1796.67,1942.67,Low,Autumn,Tuesday,246,247,1308.39,120116.88,-146.0,0.92,1796.67,7.49,7.57
P3528,Sports,106.44,1132.12,High,Winter,Monday,123,481,56.83,6102.03,-1025.68,0.09,319.32,4.68,7.03
P3529,Electronics,517.31,406.7,High,Monsoon,Wednesday,8,226,340.27,1416.32,110.61,1.27,1551.93,6.25,6.01
P3530,Electronics,113.16,305.87,Low,Winter,Tuesday,403,748,84.6,11509.68,-192.71,0.37,113.16,4.74,5.73
P3531,Sports,704.89,1203.44,Low,Festival,Thursday,416,35,526.44,74235.2,-498.55,0.59,704.89,6.56,7.09
P3532,Clothing,1052.04,1284.35,Medium,Autumn,Tuesday,67,196,772.67,18717.79,-232.31,0.82,2104.08,6.96,7.16
P3533,Electronics,1603.46,153.4,Medium,Monsoon,Monday,115,891,815.25,90644.15,1450.06,10.45,3206.92,7.38,5.04
P3534,Toys,709.06,523.85,Low,Monsoon,Monday,369,639,478.74,84988.08,185.21,1.35,709.06,6.57,6.26
P3535,Books,1425.71,1601.15,High,Monsoon,Monday,288,718,1106.38,91967.04,-175.44,0.89,4277.13,7.26,7.38
P3536,Clothing,415.63,146.77,Medium,Summer,Friday,105,125,246.6,17748.15,268.86,2.83,831.26,6.03,5.0
P3537,Toys,1513.67,1717.42,Low,Monsoon,Monday,469,824,1172.46,160027.49,-203.75,0.88,1513.67,7.32,7.45
P3538,Beauty,510.19,1333.42,Low,Monsoon,Saturday,25,623,306.84,5083.75,-823.23,0.38,510.19,6.24,7.2
P3539,Toys,329.91,897.13,Low,Autumn,Thursday,53,901,241.72,4674.07,-567.22,0.37,329.91,5.8,6.8
P3540,Clothing,411.55,725.54,Medium,Winter,Sunday,247,172,230.84,44635.37,-313.99,0.57,823.1,6.02,6.59
P3541,Beauty,405.02,87.54,Low,Winter,Thursday,337,423,297.85,36116.29,317.48,4.63,405.02,6.01,4.48
P3542,Clothing,1050.08,1659.17,High,Spring,Friday,281,187,734.64,88638.64,-609.09,0.63,3150.24,6.96,7.41
P3543,Electronics,1697.36,328.31,Low,Spring,Thursday,33,994,1061.91,20969.85,1369.05,5.17,1697.36,7.44,5.8
P3544,Books,205.23,653.61,Medium,Festival,Thursday,287,289,123.39,23488.08,-448.38,0.31,410.46,5.33,6.48
P3545,Clothing,1428.56,1159.76,High,Autumn,Tuesday,36,807,1090.5,12170.16,268.8,1.23,4285.68,7.27,7.06
P3546,Clothing,1325.98,529.69,High,Spring,Sunday,343,221,787.83,184585.45,796.29,2.5,3977.94,7.19,6.27
P3547,Electronics,1751.41,1019.42,Low,Spring,Sunday,379,63,1086.8,251887.19,731.99,1.72,1751.41,7.47,6.93
P3548,Home Appliances,526.09,1628.22,Low,Autumn,Monday,239,76,272.48,60612.79,-1102.13,0.32,526.09,6.27,7.4
P3549,Electronics,927.71,967.55,High,Winter,Saturday,492,553,574.66,173700.6,-39.84,0.96,2783.13,6.83,6.88
P3550,Beauty,1855.36,1900.51,Low,Festival,Saturday,217,772,992.56,187227.6,-45.15,0.98,1855.36,7.53,7.55
P3551,Electronics,1336.99,1702.63,Medium,Festival,Tuesday,177,529,1028.04,54684.15,-365.64,0.79,2673.98,7.2,7.44
P3552,Electronics,808.1,699.43,High,Festival,Saturday,44,508,642.36,7292.56,108.67,1.16,2424.3,6.7,6.55
P3553,Books,306.25,829.93,Low,Spring,Tuesday,304,955,240.74,19915.04,-523.68,0.37,306.25,5.73,6.72
P3554,Electronics,561.85,875.49,High,Winter,Sunday,158,440,335.22,35807.54,-313.64,0.64,1685.55,6.33,6.78
P3555,Clothing,1183.37,1271.05,Low,Festival,Sunday,269,736,901.94,75704.67,-87.68,0.93,1183.37,7.08,7.15
P3556,Books,1450.43,609.25,Low,Autumn,Sunday,171,55,854.79,101854.44,841.18,2.38,1450.43,7.28,6.41
P3557,Sports,292.62,1940.04,Medium,Festival,Saturday,495,601,195.56,48044.7,-1647.42,0.15,585.24,5.68,7.57
P3558,Home Appliances,1219.21,1236.93,Low,Summer,Thursday,221,44,610.82,134454.19,-17.72,0.99,1219.21,7.11,7.12
P3559,Books,1123.18,828.83,Low,Winter,Sunday,400,198,751.32,148744.0,294.35,1.36,1123.18,7.02,6.72
P3560,Beauty,1052.21,1307.77,Low,Summer,Wednesday,230,98,746.87,70228.2,-255.56,0.8,1052.21,6.96,7.18
P3561,Sports,1395.74,821.04,Medium,Winter,Monday,91,344,1103.04,26635.7,574.7,1.7,2791.48,7.24,6.71
P3562,Books,1683.03,1644.7,Low,Monsoon,Wednesday,410,956,1134.95,224712.8,38.33,1.02,1683.03,7.43,7.41
P3563,Books,679.83,1157.29,Low,Autumn,Thursday,459,968,350.05,151369.02,-477.46,0.59,679.83,6.52,7.05
P3564,Home Appliances,1783.57,131.84,Low,Monsoon,Friday,431,145,1130.21,281598.16,1651.73,13.53,1783.57,7.49,4.89
P3565,Clothing,363.24,394.68,High,Spring,Tuesday,421,555,243.41,50448.43,-31.44,0.92,1089.72,5.9,5.98
P3566,Beauty,387.4,1736.74,Medium,Spring,Saturday,131,802,194.99,25205.71,-1349.34,0.22,774.8,5.96,7.46
P3567,Toys,570.21,1147.65,High,Monsoon,Saturday,410,122,338.45,95021.6,-577.44,0.5,1710.63,6.35,7.05
P3568,Toys,283.09,1903.17,Medium,Winter,Thursday,226,181,168.47,25904.12,-1620.08,0.15,566.18,5.65,7.55
P3569,Books,499.12,191.22,Medium,Festival,Saturday,225,348,333.06,37363.5,307.9,2.61,998.24,6.21,5.26
P3570,Electronics,257.5,625.76,High,Summer,Thursday,143,564,190.64,9560.98,-368.26,0.41,772.5,5.55,6.44
P3571,Beauty,1652.42,427.41,Medium,Autumn,Wednesday,66,903,1128.84,34556.28,1225.01,3.87,3304.84,7.41,6.06
P3572,Sports,320.99,1129.99,Medium,Festival,Friday,28,955,229.92,2549.96,-809.0,0.28,641.98,5.77,7.03
P3573,Electronics,1507.23,796.45,High,Spring,Tuesday,125,534,1203.43,37975.0,710.78,1.89,4521.69,7.32,6.68
P3574,Electronics,143.43,356.68,Low,Festival,Saturday,212,183,111.87,6690.72,-213.25,0.4,143.43,4.97,5.88
P3575,Beauty,1899.61,1303.37,Medium,Monsoon,Friday,422,646,1017.27,372347.48,596.24,1.46,3799.22,7.55,7.17
P3576,Clothing,1436.76,1095.78,High,Monsoon,Friday,428,341,1041.17,169312.52,340.98,1.31,4310.28,7.27,7.0
P3577,Books,63.25,585.74,Medium,Summer,Friday,437,216,36.63,11632.94,-522.49,0.11,126.5,4.16,6.37
P3578,Books,1539.52,985.55,High,Spring,Monday,80,352,849.66,55188.8,553.97,1.56,4618.56,7.34,6.89
P3579,Books,1052.46,1504.19,Low,Winter,Friday,238,958,530.85,124143.18,-451.73,0.7,1052.46,6.96,7.32
P3580,Books,1569.76,450.28,Medium,Autumn,Sunday,132,968,1179.88,51464.16,1119.48,3.49,3139.52,7.36,6.11
P3581,Toys,1068.87,621.17,Low,Monsoon,Thursday,328,113,714.0,116397.36,447.7,1.72,1068.87,6.98,6.43
P3582,Books,1300.0,724.92,Low,Autumn,Monday,300,651,922.57,113229.0,575.08,1.79,1300.0,7.17,6.59
P3583,Toys,1583.35,1506.12,High,Spring,Sunday,119,49,1061.8,62064.45,77.23,1.05,4750.05,7.37,7.32
P3584,Toys,839.96,1701.5,Medium,Winter,Monday,46,32,423.61,19152.1,-861.54,0.49,1679.92,6.73,7.44
P3585,Clothing,55.28,783.96,Medium,Monsoon,Friday,84,261,36.82,1550.64,-728.68,0.07,110.56,4.03,6.67
P3586,Books,1707.4,628.41,Medium,Summer,Saturday,282,964,1143.87,158915.46,1078.99,2.72,3414.8,7.44,6.44
P3587,Home Appliances,792.74,1784.42,Medium,Autumn,Saturday,352,846,453.6,119377.28,-991.68,0.44,1585.48,6.68,7.49
P3588,Sports,1017.28,1998.76,Medium,Spring,Saturday,13,299,789.79,2957.37,-981.48,0.51,2034.56,6.93,7.6
P3589,Electronics,65.14,1357.19,High,Autumn,Saturday,125,211,32.87,4033.75,-1292.05,0.05,195.42,4.19,7.21
P3590,Toys,1009.58,1980.46,Medium,Winter,Thursday,325,164,616.57,127728.25,-970.88,0.51,2019.16,6.92,7.59
P3591,Beauty,1973.65,1336.93,Low,Summer,Saturday,172,576,1291.09,117400.32,636.72,1.48,1973.65,7.59,7.2
P3592,Beauty,592.62,1480.25,Low,Winter,Tuesday,234,115,421.31,40086.54,-887.63,0.4,592.62,6.39,7.3
P3593,Sports,821.07,807.88,Medium,Monsoon,Friday,181,269,591.79,41499.68,13.19,1.02,1642.14,6.71,6.7
P3594,Beauty,1390.02,894.29,High,Festival,Monday,51,973,813.97,29378.55,495.73,1.55,4170.06,7.24,6.8
P3595,Home Appliances,1638.85,331.06,High,Winter,Tuesday,269,209,884.93,202804.48,1307.79,4.95,4916.55,7.4,5.81
P3596,Beauty,863.91,1654.36,Medium,Winter,Saturday,169,847,461.56,67997.15,-790.45,0.52,1727.82,6.76,7.41
P3597,Electronics,653.85,1865.57,Low,Autumn,Tuesday,395,226,473.4,71277.75,-1211.72,0.35,653.85,6.48,7.53
P3598,Electronics,1878.76,1265.7,Medium,Winter,Monday,421,420,1423.96,191470.8,613.06,1.48,3757.52,7.54,7.14
P3599,Toys,1370.43,720.11,Medium,Spring,Saturday,316,568,689.94,215034.84,650.32,1.9,2740.86,7.22,6.58
P3600,Books,282.09,350.33,Medium,Monsoon,Tuesday,288,891,225.66,16251.84,-68.24,0.81,564.18,5.65,5.86
P3601,Clothing,184.41,567.05,High,Autumn,Thursday,429,126,130.78,23007.27,-382.64,0.33,553.23,5.22,6.34
P3602,Home Appliances,992.92,548.05,High,Autumn,Thursday,490,895,746.48,120755.6,444.87,1.81,2978.76,6.9,6.31
P3603,Toys,479.18,1246.38,Low,Festival,Friday,274,433,284.67,53295.74,-767.2,0.38,479.18,6.17,7.13
P3604,Home Appliances,545.27,1892.82,Low,Monsoon,Friday,349,221,403.33,49537.06,-1347.55,0.29,545.27,6.3,7.55
P3605,Books,1761.5,144.13,Medium,Spring,Sunday,207,164,1012.65,155011.95,1617.37,12.22,3523.0,7.47,4.98
P3606,Beauty,224.65,51.99,Low,Monsoon,Tuesday,148,272,147.28,11450.76,172.66,4.32,224.65,5.42,3.97
P3607,Beauty,1444.96,1220.35,Medium,Winter,Monday,300,516,845.56,179820.0,224.61,1.18,2889.92,7.28,7.11
P3608,Clothing,578.73,603.92,Low,Festival,Thursday,420,160,372.7,86532.6,-25.19,0.96,578.73,6.36,6.41
P3609,Books,1532.64,1767.07,Medium,Spring,Wednesday,453,221,822.87,321525.81,-234.43,0.87,3065.28,7.34,7.48
P3610,Toys,1458.7,688.14,High,Festival,Friday,488,201,768.59,336773.68,770.56,2.12,4376.1,7.29,6.54
