Product_ID,Category,Current_Price,Competitor_Price,Demand_Level,Season,Day_of_Week,Units_Sold,Stock,Rating
P3775,Books,1359.74,1869.61,High,Autumn,Thursday,251,566,2.03
P3776,Beauty,701.11,1020.27,Medium,Monsoon,Tuesday,61,206,1.3
P3777,Toys,545.81,62.67,High,Spring,Thursday,403,945,1.13
P3778,Clothing,1280.55,264.08,Medium,Autumn,Tuesday,171,501,3.42
P3779,Home Appliances,98.72,1167.4,High,Summer,Thursday,443,687,2.25
P3780,Sports,1455.41,96.36,High,Spring,Friday,272,513,2.77
P3781,Clothing,1052.35,823.98,High,Winter,Sunday,325,256,4.27
P3782,Home Appliances,1231.22,641.57,High,Spring,Saturday,300,747,1.99
P3783,Electronics,1282.17,1442.98,Low,Spring,Tuesday,113,801,2.23
P3784,Books,1077.75,158.38,Medium,Winter,Tuesday,194,269,4.38
P3785,Beauty,1185.94,1003.03,Low,Festival,Wednesday,394,356,2.97
P3786,Toys,1383.39,1179.27,High,Festival,Tuesday,431,206,4.31
P3787,Toys,1518.58,1253.72,High,Spring,Thursday,19,116,2.5
P3788,Books,1468.53,840.06,Medium,Spring,Friday,340,790,2.59
P3789,Beauty,1745.75,643.52,Medium,Autumn,Friday,93,753,1.67
P3790,Books,419.41,1380.86,Medium,Festival,Wednesday,217,926,4.67
P3791,Electronics,832.24,1702.76,Medium,Winter,Thursday,465,622,4.59
P3792,Home Appliances,1898.2,1402.55,High,Monsoon,Thursday,179,169,4.94
P3793,Clothing,823.35,1867.6,Medium,Monsoon,Monday,499,431,2.61
P3794,Toys,293.5,1448.66,Low,Spring,Tuesday,397,616,4.27
P3795,Electronics,1074.62,1541.01,Medium,Spring,Wednesday,191,937,2.66
P3796,Home Appliances,263.51,377.41,Medium,Monsoon,Friday,493,216,2.82
P3797,Electronics,445.56,868.1,Low,Autumn,Sunday,400,322,4.32
P3798,Beauty,1996.72,995.86,Low,Autumn,Saturday,437,441,1.71
P3799,Toys,1105.66,549.77,Low,Autumn,Monday,163,935,1.88
P3800,Clothing,603.91,1080.65,Low,Summer,Thursday,100,244,2.26
P3801,Books,1989.81,617.04,Medium,Winter,Tuesday,187,336,4.15
P3802,Books,1934.79,1390.63,Low,Summer,Friday,295,943,2.49
P3803,Home Appliances,909.44,967.06,High,Spring,Sunday,67,488,2.43
P3804,Clothing,557.79,944.67,Medium,Autumn,Monday,73,437,5
P3805,Sports,1684.88,1968.1,High,Autumn,Thursday,232,675,2.54
P3806,Beauty,1445.46,815.27,Medium,Monsoon,Friday,189,109,1.99
P3807,Home Appliances,1389.54,756.48,Medium,Monsoon,Friday,50,247,3.49
P3808,Sports,1791.57,671.28,High,Autumn,Thursday,309,116,4.21
P3809,Electronics,1394.36,1794.76,Low,Festival,Thursday,302,867,1.28
P3810,Beauty,603.41,1018.61,Low,Monsoon,Wednesday,308,373,3.48
P3811,Electronics,1403.03,1220.03,High,Winter,Friday,124,651,1.14
P3812,Clothing,646.34,402.6,Low,Summer,Thursday,157,820,3.11
P3813,Toys,1530.52,1104.84,Medium,Winter,Saturday,261,502,2.03
P3814,Beauty,1258.51,585.56,Medium,Monsoon,Sunday,195,52,2.23
P3815,Sports,200.95,1474.74,Medium,Autumn,Sunday,330,584,2.87
P3816,Toys,1050.03,1673.43,Low,Spring,Saturday,351,82,4.71
P3817,Books,719.44,1443.88,Low,Festival,Sunday,331,707,3.84
P3818,Sports,690.71,1473.98,High,Monsoon,Monday,256,638,4.75
P3819,Home Appliances,1224.4,1049.33,Medium,Winter,Sunday,465,313,3.64
P3820,Books,678.53,1438.63,High,Spring,Tuesday,424,14,1.03
P3821,Books,1564.94,874.24,Low,Monsoon,Sunday,489,996,2.06
P3822,Home Appliances,188.04,1320.4,High,Autumn,Saturday,200,597,4.62
P3823,Beauty,1337.76,555.13,Low,Autumn,Wednesday,372,812,3.57
P3824,Books,1627.93,186.03,Medium,Autumn,Thursday,386,358,4.93
P3825,Clothing,1362.02,856.27,Medium,Autumn,Tuesday,68,409,1.62
P3826,Sports,1019.6,950.47,Low,Monsoon,Wednesday,446,604,2.19
P3827,Toys,1903.1,549.99,Low,Festival,Friday,80,442,2.45
P3828,Books,634.88,1469.03,Low,Festival,Tuesday,233,581,2.31
P3829,Sports,87.38,193.42,Medium,Winter,Saturday,186,116,2.01
P3830,Electronics,892.38,484.36,Low,Monsoon,Wednesday,105,126,2.77
P3831,Sports,114.37,1509.7,Medium,Autumn,Thursday,469,828,3.57
P3832,Toys,1910.18,902.39,High,Festival,Thursday,325,392,2.25
P3833,Sports,459.34,1425.3,Medium,Monsoon,Sunday,442,868,1.32
P3834,Home Appliances,1588.41,1156.6,High,Spring,Wednesday,419,91,3.83
P3835,Toys,1560.42,1903.89,Medium,Festival,Friday,142,836,2.84
P3836,Beauty,474.57,1215.7,Medium,Festival,Sunday,399,841,3.23
P3837,Electronics,1261.39,78.99,Low,Winter,Saturday,390,882,2.82
P3838,Home Appliances,143.75,738.11,Medium,Festival,Wednesday,272,662,4.56
P3839,Beauty,992.97,328.97,Low,Spring,Monday,343,743,3.23
P3840,Sports,78.56,1853.04,Low,Autumn,Wednesday,124,419,4.69
P3841,Toys,1846.23,252.82,Low,Summer,Wednesday,223,79,3.04
P3842,Electronics,1953.37,806.03,Medium,Winter,Saturday,490,396,2.17
P3843,Home Appliances,483.45,490.89,Low,Spring,Thursday,174,992,2.42
P3844,Beauty,455.81,1701.11,High,Winter,Sunday,191,533,3.09
P3845,Beauty,1519.75,651.7,High,Monsoon,Friday,140,306,3.12
P3846,Electronics,544.09,1984.19,Medium,Autumn,Sunday,297,626,3.75
P3847,Clothing,1795.4,125.3,Low,Festival,Wednesday,119,728,1.9
P3848,Sports,1169.16,300.14,High,Monsoon,Tuesday,275,74,3.64
P3849,Electronics,734.02,488.05,Medium,Festival,Thursday,76,584,4.11
P3850,Beauty,1673.75,1631.66,Medium,Spring,Thursday,109,187,3.71
P3851,Books,1012.14,1763.11,Medium,Autumn,Wednesday,119,952,2.93
P3852,Home Appliances,1827.68,189.33,Medium,Summer,Saturday,461,17,4.97
P3853,Electronics,1859.63,113.3,Medium,Summer,Tuesday,369,168,2.62
P3854,Clothing,372.57,1501.89,Low,Festival,Wednesday,258,20,1.43
P3855,Beauty,54.53,310.04,Low,Monsoon,Tuesday,20,794,4.29
P3856,Sports,1968.67,309.35,Low,Autumn,Thursday,119,420,1.85
P3857,Beauty,1816.97,93.61,Low,Autumn,Tuesday,351,901,3.85
P3858,Sports,158.12,147.13,Medium,Spring,Sunday,137,616,1.72
P3859,Electronics,1674.42,564.17,Medium,Monsoon,Wednesday,277,164,1.07
P3860,Sports,942.72,176.76,High,Summer,Monday,255,215,1.64
P3861,Toys,554.98,769.31,High,Spring,Monday,264,124,2.51
P3862,Toys,1763.56,1673.91,Low,Winter,Tuesday,167,388,1.43
P3863,Toys,433.5,686.32,Medium,Autumn,Saturday,165,608,1.79
P3864,Clothing,1897.23,1469.28,High,Summer,Wednesday,29,833,4.06
P3865,Clothing,450.96,233.12,High,Spring,Friday,467,718,4.08
P3866,Books,1246.68,1335.78,High,Festival,Monday,35,359,4.27
P3867,Clothing,485.02,667.66,High,Winter,Thursday,237,107,4.36
P3868,Electronics,1114.05,1512.02,Low,Spring,Sunday,294,952,2.68
P3869,Beauty,1383.75,315.69,Medium,Festival,Wednesday,90,28,4.47
P3870,Beauty,420.94,1800.87,Low,Summer,Wednesday,203,322,3.1
P3871,Books,1065.73,523.03,High,Summer,Sunday,228,936,2.88
P3872,Clothing,964.67,738.62,High,Winter,Monday,419,537,3.87
P3873,Sports,188.52,1902.85,Medium,Festival,Sunday,68,566,1.86
P3874,Books,1645.7,1178.04,Medium,Autumn,Sunday,131,676,4.16
P3875,Sports,704.58,763.25,Low,Summer,Friday,365,454,2.72
P3876,Sports,1170.44,1901.72,Medium,Monsoon,Sunday,111,931,1.51
P3877,Home Appliances,1053.83,691.7,Low,Autumn,Thursday,12,240,1.48
P3878,Beauty,1050.86,235,Low,Autumn,Friday,288,678,1.66
P3879,Toys,259.08,1993.86,High,Spring,Thursday,175,634,4.56
P3880,Clothing,875.79,572.3,Low,Spring,Monday,319,898,4.96
P3881,Sports,932.12,1709.95,High,Summer,Wednesday,154,368,2.43
P3882,Home Appliances,1480.6,372.8,Low,Autumn,Thursday,43,392,2.17
P3883,Beauty,1688.04,1476.14,Low,Spring,Wednesday,363,521,1.88
P3884,Toys,1112.72,1072.68,Medium,Festival,Tuesday,205,53,4.3
P3885,Sports,219.23,1962.77,Medium,Festival,Tuesday,172,374,1.84
P3886,Sports,511.86,1128.02,High,Festival,Monday,294,934,4.7
P3887,Books,371.62,98.78,Medium,Festival,Monday,285,886,3.67
P3888,Books,293,1227.56,Low,Autumn,Saturday,311,631,4.59
P3889,Beauty,763.5,333.37,High,Festival,Monday,52,120,3.22
P3890,Toys,497.32,1607.15,High,Autumn,Tuesday,115,232,3.76
P3891,Sports,475.69,1720.31,High,Summer,Thursday,19,395,3.48
P3892,Beauty,156.65,990.08,Low,Summer,Sunday,35,911,4.32
P3893,Beauty,84.46,1577.28,Medium,Festival,Sunday,48,274,4.34
P3894,Electronics,250.4,332.97,High,Festival,Sunday,233,280,3.36
P3895,Clothing,385.79,1009.55,Low,Festival,Friday,219,221,3.53
P3896,Books,890.42,818.19,Medium,Summer,Sunday,110,505,4.69
P3897,Toys,1045.51,1242.07,Medium,Spring,Monday,254,323,4.72
P3898,Sports,324.15,136.73,High,Summer,Sunday,188,779,3.66
P3899,Beauty,878.33,1516.64,Low,Festival,Friday,31,396,1.03
P3900,Sports,716.41,204.3,Medium,Spring,Friday,259,256,1.42
P3901,Electronics,407.68,1330.12,Low,Spring,Tuesday,163,957,4.43
P3902,Toys,63.34,85.99,Medium,Winter,Saturday,344,576,1.34
P3903,Beauty,960.68,1672.18,High,Autumn,Thursday,308,830,1.85
P3904,Sports,1387.02,390.66,High,Festival,Tuesday,71,359,1.92
P3905,Books,491.24,1055.22,Medium,Autumn,Monday,307,81,3.4
P3906,Clothing,307.02,559.91,Low,Winter,Tuesday,56,305,3.31
P3907,Electronics,1779.73,1459.16,Medium,Autumn,Tuesday,99,222,2.16
P3908,Toys,586.3,676.63,Low,Festival,Tuesday,21,304,1.83
P3909,Electronics,486.04,1462.99,Medium,Winter,Monday,385,180,4.06
P3910,Books,1721.34,605.5,High,Autumn,Monday,108,255,4.74
P3911,Toys,1643.36,1517.32,Low,Summer,Tuesday,53,150,1.21
P3912,Electronics,924.28,109.68,High,Spring,Tuesday,6,625,1.53
P3913,Home Appliances,1004.02,602.46,Low,Winter,Friday,231,626,3.57
P3914,Books,474.61,1022.34,Medium,Summer,Thursday,482,249,4.22
P3915,Books,202.69,137.87,High,Festival,Friday,82,942,4.16
P3916,Books,1168.19,412.77,High,Spring,Saturday,446,320,3.88
P3917,Home Appliances,241.77,1872.35,Low,Winter,Thursday,217,425,4.55
P3918,Home Appliances,926.09,1954.83,Low,Spring,Saturday,335,407,1.87
P3919,Sports,1883.97,1492.51,Low,Monsoon,Thursday,47,842,1.43
P3920,Beauty,1908.03,541.79,High,Monsoon,Tuesday,352,932,3.46
P3921,Clothing,516.7,558.01,Medium,Winter,Friday,362,801,4.29
P3922,Electronics,1267.02,1309.29,Low,Winter,Thursday,241,892,3.33
P3923,Sports,974.45,279.32,Medium,Autumn,Saturday,178,890,4.85
P3924,Electronics,1757.59,1899.2,Low,Spring,Thursday,82,31,4.18
P3925,Clothing,579.29,488.39,Medium,Monsoon,Monday,287,87,3.8
P3926,Beauty,57.22,1999.29,Low,Monsoon,Thursday,192,822,1.24
P3927,Home Appliances,366.99,1016.68,Medium,Spring,Sunday,413,913,1.43
P3928,Beauty,731.57,1554.29,High,Monsoon,Tuesday,143,484,4.14
P3929,Home Appliances,665.66,54.26,Low,Summer,Wednesday,314,716,1.79
P3930,Clothing,1593.16,1783.06,Low,Monsoon,Monday,279,841,1.12
P3931,Beauty,1377.09,576.5,High,Monsoon,Wednesday,422,362,4.64
P3932,Sports,634.13,1352.48,Low,Festival,Tuesday,41,380,4.56
P3933,Toys,942.6,1622.39,Low,Summer,Sunday,459,952,1.87
P3934,Sports,236.34,370.09,High,Autumn,Wednesday,271,30,4.12
P3935,Electronics,1801.39,912.89,High,Winter,Thursday,87,516,1.19
P3936,Sports,1874.08,1012.98,Medium,Monsoon,Wednesday,3,169,2.14
P3937,Clothing,1960.62,658.63,High,Autumn,Friday,211,753,3.49
P3938,Books,1743.68,989.42,High,Autumn,Tuesday,1,370,4.05
P3939,Electronics,389.22,669.21,Low,Summer,Friday,472,822,1.04
P3940,Beauty,140.08,753.46,High,Winter,Wednesday,497,565,2.3
P3941,Electronics,1180.21,1355.2,Low,Festival,Sunday,75,306,1.86
P3942,Toys,1829.58,1283.56,High,Autumn,Friday,478,361,5
P3943,Home Appliances,395.84,502.92,High,Festival,Monday,498,189,3.68
P3944,Beauty,63.73,1800.09,Medium,Winter,Wednesday,395,481,2.62
P3945,Electronics,1620.72,1732.44,High,Winter,Saturday,444,404,1.3
P3946,Beauty,199.75,1042.71,High,Summer,Friday,231,622,3.39
P3947,Beauty,856.73,894.84,Low,Spring,Thursday,449,636,3.57
P3948,Beauty,1373.83,784.87,Low,Monsoon,Wednesday,76,222,4.27
P3949,Home Appliances,511.76,1429.17,Medium,Summer,Sunday,260,539,2.15
P3950,Clothing,213.73,1359.75,High,Festival,Saturday,25,404,4.93
P3951,Sports,1551.54,432.55,Low,Summer,Sunday,200,36,2.76
P3952,Beauty,1278.84,1359.34,High,Winter,Monday,463,948,2.18
P3953,Books,1977.56,542.24,Medium,Autumn,Thursday,427,879,2.39
P3954,Clothing,721.4,86.19,Low,Monsoon,Wednesday,94,458,3.08
P3955,Toys,170.44,1413.46,Low,Monsoon,Sunday,424,447,4.75
P3956,Home Appliances,1481.98,1307.35,Medium,Spring,Thursday,352,294,3.94
P3957,Electronics,1067.38,851.08,High,Winter,Wednesday,108,670,3.31
P3958,Home Appliances,465.75,1075.09,Low,Monsoon,Wednesday,355,806,1.65
P3959,Electronics,1574.37,1896.98,Low,Monsoon,Tuesday,469,658,1.6
P3960,Home Appliances,447.32,1210.64,Medium,Autumn,Friday,95,198,3.01
P3961,Electronics,558.29,1332.87,Medium,Festival,Wednesday,356,711,3.91
P3962,Beauty,230.43,174.63,Medium,Festival,Monday,91,208,4
P3963,Sports,828.89,373.69,High,Festival,Saturday,44,111,1.9
P3964,Electronics,866.91,636.86,High,Summer,Friday,456,488,1.4
P3965,Electronics,1053.4,1101.79,High,Festival,Tuesday,443,612,2.54
P3966,Books,1432.48,1564.35,Medium,Festival,Friday,384,233,4.67
P3967,Electronics,1816.9,676.42,Low,Summer,Friday,23,526,3.18
P3968,Books,318.58,744.95,High,Autumn,Wednesday,190,874,2.28
P3969,Toys,155.98,549.49,Medium,Winter,Monday,23,536,2.29
P3970,Beauty,86.14,546.49,High,Monsoon,Wednesday,234,450,1.53
P3971,Books,330.06,1900.28,Low,Spring,Sunday,186,526,2.89
P3972,Sports,1333,1289.14,Low,Monsoon,Monday,311,925,4.17
P3973,Clothing,1468.58,354.01,Medium,Festival,Sunday,417,239,4.87
P3974,Beauty,1583.69,1458.38,Low,Festival,Monday,333,878,3.01
P3975,Books,525.23,1457.94,Medium,Monsoon,Thursday,63,858,1.67
P3976,Beauty,646.49,1349.62,Medium,Monsoon,Wednesday,103,123,3.73
P3977,Beauty,992.11,312.7,Medium,Festival,Sunday,316,525,4.03
P3978,Beauty,173.21,845.58,Medium,Summer,Tuesday,483,193,1.29
P3979,Toys,1241.73,258.17,Low,Summer,Saturday,189,734,4.4
P3980,Sports,1968.28,1642.41,Low,Summer,Friday,336,768,4.32
P3981,Home Appliances,753.57,1327.59,Low,Spring,Thursday,460,43,2.89
P3982,Home Appliances,1518.05,1039.05,Low,Winter,Sunday,189,305,3.24
P3983,Books,1025.07,718.88,Medium,Festival,Tuesday,351,462,3.85
P3984,Beauty,299.23,409.29,Medium,Autumn,Saturday,69,717,3.71
P3985,Books,1185.36,257.57,Low,Monsoon,Saturday,114,514,1.07
P3986,Toys,634.75,1940.02,High,Monsoon,Wednesday,104,415,1.49
P3987,Toys,117.09,439.31,High,Festival,Monday,108,136,1.65
P3988,Electronics,1288.11,166.76,High,Festival,Sunday,345,151,4.02
P3989,Toys,1724.92,1925.25,Low,Festival,Wednesday,21,973,2.76
P3990,Electronics,722.3,1120.46,Medium,Monsoon,Saturday,387,657,3.18
P3991,Sports,811.08,1603.48,Medium,Festival,Wednesday,432,137,4.09
P3992,Books,1787.49,135.34,High,Monsoon,Thursday,266,844,2.36
P3993,Clothing,1636.54,1155.54,High,Winter,Sunday,343,695,4
P3994,Sports,1444.16,826.51,Medium,Autumn,Tuesday,209,934,2.77
P3995,Toys,535.15,1555.33,High,Summer,Saturday,170,739,2.51
P3996,Sports,1824.92,124.93,High,Autumn,Sunday,483,635,2.33
P3997,Sports,351.11,833.3,Medium,Festival,Thursday,473,896,4.86
P3998,Sports,1272.2,1608.19,High,Autumn,Tuesday,194,359,4.09
P3999,Toys,106.16,1069.26,High,Festival,Thursday,347,533,1.08
P4000,Clothing,1305.25,1122.58,Low,Autumn,Friday,430,472,4.83
P4001,Beauty,590.43,239.47,High,Spring,Monday,393,253,4.1
P4002,Sports,926.87,308.04,Low,Autumn,Monday,123,573,1.6
P4003,Electronics,723.27,1370.15,Medium,Summer,Monday,177,195,1.31
P4004,Toys,386.88,1366.34,Low,Summer,Friday,4,242,2.23
P4005,Sports,1262.86,1959.25,Medium,Autumn,Saturday,188,523,3.5
P4006,Clothing,1769.85,1438.31,Low,Monsoon,Saturday,346,10,3.47
P4007,Beauty,1920.21,1011.82,Low,Monsoon,Friday,352,248,2.1
P4008,Toys,425.08,1721.79,Low,Monsoon,Monday,29,64,2.78
P4009,Home Appliances,1448.88,253.72,High,Autumn,Monday,86,504,1.85
P4010,Beauty,1345.46,926.13,High,Monsoon,Tuesday,47,741,1.2
P4011,Electronics,719.59,609.86,High,Winter,Tuesday,77,625,3.07
P4012,Sports,87.24,254.04,High,Autumn,Wednesday,343,876,2.39
P4013,Clothing,1395.09,1538.83,High,Summer,Sunday,191,427,3.17
P4014,Home Appliances,1893.71,1046.04,Low,Monsoon,Sunday,31,457,4.79
P4015,Clothing,1282.63,1135.7,High,Spring,Sunday,307,845,1.57
P4016,Home Appliances,898.82,851.95,Medium,Monsoon,Thursday,169,347,1.01
P4017,Toys,1074.05,947.66,Low,Summer,Tuesday,36,917,1.31
P4018,Home Appliances,439.28,276.23,Low,Winter,Tuesday,245,827,2.85
P4019,Electronics,1513.56,1362.19,Medium,Autumn,Tuesday,424,286,3.83
P4020,Electronics,1505.52,893.27,High,Monsoon,Tuesday,351,19,3.32
P4021,Books,333.76,1642.7,Medium,Spring,Friday,188,350,2.98
P4022,Electronics,1762.06,432.76,Low,Summer,Wednesday,15,113,2.42
P4023,Beauty,574.92,449.86,Low,Spring,Tuesday,334,354,2.24
P4024,Home Appliances,1965.4,1309.23,Low,Festival,Saturday,483,379,2.51
P4025,Electronics,796.66,1699.71,Medium,Summer,Thursday,216,986,3.45
P4026,Toys,396.87,970.79,High,Festival,Sunday,158,892,1.67
P4027,Clothing,735.85,1467.56,Low,Spring,Tuesday,414,207,4.09
P4028,Clothing,908.35,1998.69,High,Autumn,Friday,155,23,3.3
P4029,Books,185.15,1981.02,Low,Autumn,Saturday,241,689,2.08
P4030,Clothing,1177.53,1501.46,High,Autumn,Sunday,296,881,3
P4031,Home Appliances,1215.38,1492.19,Medium,Festival,Monday,462,347,4.85
P4032,Books,1490.91,532.86,Low,Autumn,Monday,45,551,1.08
P4033,Home Appliances,106.88,1675.4,Low,Winter,Sunday,495,466,1.8
P4034,Toys,1105.41,839.95,Low,Summer,Wednesday,459,535,2.79
P4035,Books,153.17,1925.89,Medium,Summer,Monday,175,759,3.55
P4036,Sports,1417.23,208.78,Medium,Spring,Tuesday,492,445,1.85
P4037,Beauty,158.67,899.89,High,Monsoon,Sunday,346,375,4.73
P4038,Beauty,1827.87,1133.89,Medium,Festival,Friday,56,410,3.57
P4039,Home Appliances,1419.06,840.05,Low,Summer,Wednesday,54,583,4.51
P4040,Clothing,1039.41,460.63,High,Festival,Saturday,341,491,2.32
P4041,Sports,910.93,1206.33,Medium,Spring,Tuesday,265,119,4.32
P4042,Books,304.81,1524.04,High,Autumn,Monday,374,415,2.51
P4043,Sports,617.45,1307.44,High,Monsoon,Thursday,239,318,2.01
P4044,Sports,1744.47,507.18,High,Spring,Tuesday,321,169,4.65
P4045,Clothing,1813.68,1476.64,Low,Winter,Thursday,108,853,1.37
P4046,Books,51.46,550.95,Low,Autumn,Saturday,198,64,4.77
P4047,Toys,1208.57,391.64,Medium,Autumn,Thursday,385,770,2.83
P4048,Clothing,1452.64,1396.8,Low,Autumn,Saturday,214,985,4.97
P4049,Sports,1256.56,1693.44,High,Spring,Wednesday,499,265,3.16
P4050,Sports,209.28,989,High,Winter,Friday,246,543,4.03
P4051,Toys,474.56,1086.21,Low,Monsoon,Monday,397,431,1.03
P4052,Sports,538.16,640.36,High,Festival,Monday,38,955,2.99
P4053,Sports,1671.86,1014.51,Low,Spring,Tuesday,497,624,3.95
P4054,Sports,953.24,307.37,High,Summer,Sunday,173,971,4.13
P4055,Beauty,999.32,1913.87,Medium,Summer,Monday,105,822,1.63
P4056,Clothing,1873.04,1610.7,Medium,Spring,Wednesday,40,896,2.68
P4057,Electronics,1292.32,1352.55,Low,Festival,Monday,479,273,2.68
P4058,Clothing,1802.4,1099.48,Low,Summer,Tuesday,399,757,1.41
P4059,Toys,940.19,1594.73,Low,Festival,Monday,434,842,2.77
P4060,Sports,341.4,1014.78,Low,Autumn,Friday,130,242,4.23
P4061,Clothing,1863.37,634.95,Low,Spring,Saturday,181,689,2.2
P4062,Beauty,944.47,362.73,High,Autumn,Thursday,479,242,2.73
P4063,Toys,404.18,1312.79,Medium,Summer,Thursday,410,526,4.84
P4064,Home Appliances,639.67,1862.38,High,Festival,Saturday,194,54,1.13
P4065,Clothing,149.07,349.56,Medium,Autumn,Thursday,331,567,3.37
P4066,Home Appliances,963.19,401.04,High,Summer,Friday,289,685,3.97
P4067,Sports,1713.6,895.53,High,Winter,Wednesday,466,922,4.04
P4068,Beauty,1870.48,1623.45,High,Autumn,Tuesday,341,690,3.86
P4069,Beauty,1868.57,623.15,Low,Winter,Friday,59,935,3.91
P4070,Clothing,294.2,545.13,Medium,Winter,Tuesday,351,445,1.24
P4071,Toys,795.01,1258.93,Low,Monsoon,Wednesday,26,344,3.14
P4072,Toys,105.05,1094.45,Low,Summer,Friday,478,413,4.13
P4073,Beauty,1717.57,167.43,High,Spring,Monday,103,173,1.38
P4074,Toys,749.57,208.91,Medium,Festival,Sunday,21,265,1.05
P4075,Beauty,1280.68,1303.88,Medium,Summer,Wednesday,433,75,4.26
P4076,Clothing,1444.05,956.99,Medium,Monsoon,Thursday,80,950,3.85
P4077,Electronics,888.2,1943.41,Medium,Monsoon,Friday,327,781,2.65
P4078,Beauty,647.56,1373.14,Low,Autumn,Wednesday,470,955,4.76
P4079,Home Appliances,1926.32,69.64,Low,Festival,Wednesday,199,97,4.07
P4080,Toys,1930.75,987.99,Medium,Monsoon,Friday,322,249,4.87
P4081,Beauty,614.4,858.17,Low,Spring,Thursday,37,320,4.72
P4082,Beauty,985.27,258.09,Medium,Summer,Saturday,14,580,2.93
P4083,Clothing,1947.05,1850.26,Low,Spring,Thursday,456,691,4.02
P4084,Toys,59.49,1619.77,High,Autumn,Wednesday,221,267,3.68
P4085,Electronics,854.72,498.67,High,Summer,Tuesday,364,567,4.25
P4086,Clothing,245.89,549.16,Medium,Autumn,Saturday,391,523,4.15
P4087,Electronics,1042.86,112.44,Medium,Festival,Saturday,166,443,1.61
P4088,Clothing,98.11,628.6,Low,Festival,Wednesday,173,138,1.93
P4089,Toys,843.45,1190.01,Medium,Spring,Friday,150,790,2.06
P4090,Books,480.36,870.64,Medium,Spring,Friday,172,335,4.27
P4091,Toys,1089.95,1940.05,Low,Festival,Friday,81,799,4.24
P4092,Toys,1992.19,159.36,Medium,Winter,Thursday,336,26,2.98
P4093,Electronics,1611.05,1203.29,Medium,Festival,Monday,225,708,3.32
P4094,Electronics,1699,1723.7,High,Summer,Friday,359,351,4.31
P4095,Toys,1288.77,987.44,High,Autumn,Friday,35,847,2.25
P4096,Toys,131.04,55.78,High,Festival,Saturday,358,637,1.2
P4097,Toys,453.26,523.46,Medium,Festival,Tuesday,188,780,2.93
P4098,Electronics,1853.88,681.35,Low,Monsoon,Tuesday,224,887,4.65
P4099,Toys,763.92,1933.69,High,Autumn,Wednesday,131,258,4.16
P4100,Toys,252.09,1827.96,Medium,Monsoon,Wednesday,374,719,2.47
P4101,Sports,1419.69,1900.88,High,Autumn,Wednesday,451,858,1.26
P4102,Books,633.94,1660.23,Low,Summer,Friday,456,748,3.55
P4103,Home Appliances,574.27,735.71,Low,Autumn,Tuesday,494,186,4.34
P4104,Books,1996.06,1816.46,Low,Spring,Wednesday,351,764,3.66
P4105,Sports,1723.37,1964.28,Low,Festival,Tuesday,311,955,2.7
P4106,Home Appliances,845.48,732.64,Low,Autumn,Friday,9,366,1.49
P4107,Clothing,1961.51,558.08,Low,Summer,Saturday,69,504,4.64
P4108,Toys,1317.72,1116.49,Medium,Autumn,Friday,28,44,2.1
P4109,Sports,1496.94,414.95,High,Festival,Wednesday,399,416,1.9
P4110,Clothing,111.45,113.62,Low,Winter,Friday,369,977,4.26
P4111,Toys,287.13,1894.37,High,Autumn,Friday,475,656,4.92
P4112,Electronics,1284.52,1855.19,High,Spring,Tuesday,234,827,3.64
P4113,Beauty,1803.1,367.18,Medium,Festival,Monday,31,19,3.5
P4114,Sports,1266.3,845.09,Low,Summer,Thursday,315,995,2.28
P4115,Electronics,311.35,1670.52,Low,Festival,Wednesday,232,704,1.08
P4116,Sports,275.73,1338.95,Medium,Monsoon,Sunday,338,723,1.77
P4117,Sports,1696.16,819.84,Medium,Winter,Monday,486,540,3.34
P4118,Electronics,321.64,1501.13,Medium,Summer,Saturday,497,544,1.61
P4119,Home Appliances,1064.45,1799.24,Medium,Winter,Sunday,54,104,4.54
P4120,Books,122.37,1856.01,Medium,Winter,Wednesday,452,585,1.75
P4121,Toys,207.31,788.76,High,Spring,Monday,469,938,3.09
P4122,Sports,1361.08,388.44,Medium,Autumn,Friday,175,459,3.05
P4123,Toys,1393.9,1830.04,Low,Spring,Wednesday,298,229,3.42
P4124,Beauty,715.87,230.48,Low,Spring,Monday,279,105,2.31
P4125,Electronics,470.44,1457.29,Medium,Monsoon,Thursday,365,874,4.49
P4126,Toys,1636.74,323.97,Medium,Spring,Friday,86,786,2.78
P4127,Electronics,473.35,809.3,Medium,Summer,Wednesday,65,390,3.8
P4128,Toys,1106.95,852.53,Medium,Autumn,Saturday,89,678,3.54
P4129,Books,1938.01,359.58,Medium,Autumn,Saturday,54,216,1.47
P4130,Books,338.31,1849.23,Low,Summer,Wednesday,118,795,3.49
P4131,Books,1884.71,55.2,High,Spring,Monday,361,859,3.2
P4132,Books,406.64,1792.93,Medium,Spring,Wednesday,476,255,4.59
P4133,Books,1156.51,1773.47,Medium,Winter,Sunday,229,720,4.52
P4134,Books,785.17,668.08,Medium,Winter,Friday,267,983,1.6
P4135,Electronics,1931.61,1423.35,Low,Monsoon,Tuesday,319,806,1.33
P4136,Sports,583.41,542.98,Low,Festival,Saturday,22,519,2.18
P4137,Toys,829.33,1529.61,High,Winter,Monday,438,893,4.95
P4138,Books,1966.58,1144.18,High,Autumn,Thursday,247,92,1.09
P4139,Electronics,1096.12,635.44,High,Summer,Wednesday,473,326,3.69
